-2.840000000000000000e+02;-3.520000000000000000e+02;1.600400000000000000e+04;-2.950000000000000000e+02;-1.390000000000000000e+02;-8.600000000000000000e+01;-3.936000000000000000e+03
-3.600000000000000000e+02;-1.960000000000000000e+02;1.623200000000000000e+04;-2.840000000000000000e+02;-1.480000000000000000e+02;-7.300000000000000000e+01;-3.952000000000000000e+03
-2.240000000000000000e+02;-2.600000000000000000e+02;1.611600000000000000e+04;-2.840000000000000000e+02;-1.590000000000000000e+02;-6.200000000000000000e+01;-3.952000000000000000e+03
-3.960000000000000000e+02;-2.680000000000000000e+02;1.602800000000000000e+04;-2.970000000000000000e+02;-1.680000000000000000e+02;-7.500000000000000000e+01;-3.936000000000000000e+03
-3.040000000000000000e+02;-1.760000000000000000e+02;1.620800000000000000e+04;-2.930000000000000000e+02;-1.490000000000000000e+02;-7.500000000000000000e+01;-3.936000000000000000e+03
-2.960000000000000000e+02;-2.080000000000000000e+02;1.612000000000000000e+04;-3.140000000000000000e+02;-1.720000000000000000e+02;-6.300000000000000000e+01;-3.968000000000000000e+03
-3.200000000000000000e+02;-2.440000000000000000e+02;1.587600000000000000e+04;-2.920000000000000000e+02;-1.210000000000000000e+02;-6.900000000000000000e+01;-3.952000000000000000e+03
-1.920000000000000000e+02;-3.400000000000000000e+02;1.622400000000000000e+04;-3.040000000000000000e+02;-1.150000000000000000e+02;-7.500000000000000000e+01;-3.952000000000000000e+03
-3.320000000000000000e+02;-2.600000000000000000e+02;1.611200000000000000e+04;-2.740000000000000000e+02;-1.610000000000000000e+02;-7.200000000000000000e+01;-3.952000000000000000e+03
-4.080000000000000000e+02;-3.040000000000000000e+02;1.591600000000000000e+04;-3.020000000000000000e+02;-1.260000000000000000e+02;-9.300000000000000000e+01;-3.968000000000000000e+03
-2.960000000000000000e+02;-2.440000000000000000e+02;1.620000000000000000e+04;-2.860000000000000000e+02;-1.550000000000000000e+02;-8.100000000000000000e+01;-3.936000000000000000e+03
-3.040000000000000000e+02;-2.920000000000000000e+02;1.612800000000000000e+04;-2.850000000000000000e+02;-1.530000000000000000e+02;-8.400000000000000000e+01;-3.936000000000000000e+03
-2.200000000000000000e+02;-2.320000000000000000e+02;1.589600000000000000e+04;-2.910000000000000000e+02;-1.230000000000000000e+02;-8.400000000000000000e+01;-3.920000000000000000e+03
-3.640000000000000000e+02;-2.000000000000000000e+02;1.610800000000000000e+04;-3.020000000000000000e+02;-1.320000000000000000e+02;-8.000000000000000000e+01;-3.952000000000000000e+03
-2.440000000000000000e+02;-3.240000000000000000e+02;1.604800000000000000e+04;-2.820000000000000000e+02;-1.970000000000000000e+02;-7.900000000000000000e+01;-3.952000000000000000e+03
-2.840000000000000000e+02;-3.160000000000000000e+02;1.594800000000000000e+04;-3.020000000000000000e+02;-1.140000000000000000e+02;-7.300000000000000000e+01;-3.936000000000000000e+03
-2.520000000000000000e+02;-2.640000000000000000e+02;1.636800000000000000e+04;-2.840000000000000000e+02;-1.650000000000000000e+02;-7.100000000000000000e+01;-3.968000000000000000e+03
-2.760000000000000000e+02;-3.160000000000000000e+02;1.601200000000000000e+04;-2.970000000000000000e+02;-1.490000000000000000e+02;-6.600000000000000000e+01;-3.936000000000000000e+03
-3.920000000000000000e+02;-2.840000000000000000e+02;1.597600000000000000e+04;-2.980000000000000000e+02;-1.440000000000000000e+02;-8.800000000000000000e+01;-3.920000000000000000e+03
-3.160000000000000000e+02;-3.000000000000000000e+02;1.610400000000000000e+04;-2.770000000000000000e+02;-1.630000000000000000e+02;-9.000000000000000000e+01;-3.952000000000000000e+03
-2.760000000000000000e+02;-3.120000000000000000e+02;1.605600000000000000e+04;-3.090000000000000000e+02;-1.760000000000000000e+02;-6.600000000000000000e+01;-3.968000000000000000e+03
-3.360000000000000000e+02;-2.520000000000000000e+02;1.602000000000000000e+04;-2.570000000000000000e+02;-1.430000000000000000e+02;-8.100000000000000000e+01;-3.936000000000000000e+03
-2.880000000000000000e+02;-2.520000000000000000e+02;1.604000000000000000e+04;-2.630000000000000000e+02;-1.760000000000000000e+02;-8.800000000000000000e+01;-3.904000000000000000e+03
-3.480000000000000000e+02;-3.280000000000000000e+02;1.616000000000000000e+04;-3.170000000000000000e+02;-1.710000000000000000e+02;-7.700000000000000000e+01;-3.936000000000000000e+03
-2.600000000000000000e+02;-3.200000000000000000e+02;1.601200000000000000e+04;-2.610000000000000000e+02;-1.460000000000000000e+02;-5.900000000000000000e+01;-3.952000000000000000e+03
-3.720000000000000000e+02;-2.360000000000000000e+02;1.613200000000000000e+04;-2.840000000000000000e+02;-1.840000000000000000e+02;-8.500000000000000000e+01;-3.952000000000000000e+03
-2.840000000000000000e+02;-2.560000000000000000e+02;1.616800000000000000e+04;-2.720000000000000000e+02;-1.860000000000000000e+02;-8.900000000000000000e+01;-3.936000000000000000e+03
-2.440000000000000000e+02;-2.960000000000000000e+02;1.596800000000000000e+04;-2.900000000000000000e+02;-1.340000000000000000e+02;-6.300000000000000000e+01;-3.968000000000000000e+03
-3.040000000000000000e+02;-2.360000000000000000e+02;1.612800000000000000e+04;-2.920000000000000000e+02;-1.570000000000000000e+02;-8.700000000000000000e+01;-3.936000000000000000e+03
-3.040000000000000000e+02;-3.120000000000000000e+02;1.611200000000000000e+04;-2.930000000000000000e+02;-1.740000000000000000e+02;-8.100000000000000000e+01;-3.952000000000000000e+03
-3.000000000000000000e+02;-2.840000000000000000e+02;1.601200000000000000e+04;-2.980000000000000000e+02;-1.440000000000000000e+02;-7.600000000000000000e+01;-3.920000000000000000e+03
-3.200000000000000000e+02;-2.560000000000000000e+02;1.608000000000000000e+04;-2.900000000000000000e+02;-1.420000000000000000e+02;-6.600000000000000000e+01;-3.952000000000000000e+03
-2.760000000000000000e+02;-2.280000000000000000e+02;1.614400000000000000e+04;-2.810000000000000000e+02;-1.670000000000000000e+02;-6.800000000000000000e+01;-3.968000000000000000e+03
-2.720000000000000000e+02;-2.800000000000000000e+02;1.593600000000000000e+04;-3.020000000000000000e+02;-1.280000000000000000e+02;-6.100000000000000000e+01;-3.936000000000000000e+03
-2.840000000000000000e+02;-3.560000000000000000e+02;1.618800000000000000e+04;-2.980000000000000000e+02;-1.510000000000000000e+02;-8.700000000000000000e+01;-3.936000000000000000e+03
-3.560000000000000000e+02;-2.080000000000000000e+02;1.609600000000000000e+04;-2.800000000000000000e+02;-1.650000000000000000e+02;-6.500000000000000000e+01;-3.920000000000000000e+03
-3.840000000000000000e+02;-2.000000000000000000e+02;1.612800000000000000e+04;-2.970000000000000000e+02;-1.460000000000000000e+02;-9.200000000000000000e+01;-3.952000000000000000e+03
-2.800000000000000000e+02;-2.440000000000000000e+02;1.636000000000000000e+04;-2.620000000000000000e+02;-1.500000000000000000e+02;-7.400000000000000000e+01;-3.968000000000000000e+03
-2.760000000000000000e+02;-2.520000000000000000e+02;1.615600000000000000e+04;-3.340000000000000000e+02;-1.630000000000000000e+02;-8.500000000000000000e+01;-3.968000000000000000e+03
-3.160000000000000000e+02;-3.480000000000000000e+02;1.598800000000000000e+04;-3.060000000000000000e+02;-1.210000000000000000e+02;-1.010000000000000000e+02;-3.936000000000000000e+03
-3.280000000000000000e+02;-2.280000000000000000e+02;1.612000000000000000e+04;-2.950000000000000000e+02;-1.220000000000000000e+02;-6.600000000000000000e+01;-3.968000000000000000e+03
-2.240000000000000000e+02;-2.840000000000000000e+02;1.612400000000000000e+04;-2.890000000000000000e+02;-1.510000000000000000e+02;-7.600000000000000000e+01;-3.936000000000000000e+03
-2.200000000000000000e+02;-2.760000000000000000e+02;1.600400000000000000e+04;-2.710000000000000000e+02;-1.400000000000000000e+02;-7.700000000000000000e+01;-3.952000000000000000e+03
-2.760000000000000000e+02;-3.120000000000000000e+02;1.610400000000000000e+04;-3.130000000000000000e+02;-1.310000000000000000e+02;-7.800000000000000000e+01;-3.952000000000000000e+03
-2.960000000000000000e+02;-2.440000000000000000e+02;1.616400000000000000e+04;-3.040000000000000000e+02;-1.310000000000000000e+02;-1.020000000000000000e+02;-3.936000000000000000e+03
-2.960000000000000000e+02;-3.480000000000000000e+02;1.596000000000000000e+04;-2.760000000000000000e+02;-1.060000000000000000e+02;-7.900000000000000000e+01;-3.952000000000000000e+03
-3.120000000000000000e+02;-3.040000000000000000e+02;1.626400000000000000e+04;-2.850000000000000000e+02;-1.330000000000000000e+02;-9.800000000000000000e+01;-3.968000000000000000e+03
-3.200000000000000000e+02;-2.720000000000000000e+02;1.608000000000000000e+04;-2.880000000000000000e+02;-1.330000000000000000e+02;-8.000000000000000000e+01;-3.968000000000000000e+03
-2.840000000000000000e+02;-3.080000000000000000e+02;1.589600000000000000e+04;-2.550000000000000000e+02;-1.230000000000000000e+02;-6.500000000000000000e+01;-3.968000000000000000e+03
-2.880000000000000000e+02;-3.280000000000000000e+02;1.612800000000000000e+04;-3.000000000000000000e+02;-1.280000000000000000e+02;-1.140000000000000000e+02;-3.984000000000000000e+03
-3.320000000000000000e+02;-2.560000000000000000e+02;1.596000000000000000e+04;-2.780000000000000000e+02;-1.370000000000000000e+02;-9.600000000000000000e+01;-3.984000000000000000e+03
-3.720000000000000000e+02;-2.160000000000000000e+02;1.595200000000000000e+04;-2.900000000000000000e+02;-1.250000000000000000e+02;-6.800000000000000000e+01;-3.952000000000000000e+03
-4.200000000000000000e+02;-3.120000000000000000e+02;1.620400000000000000e+04;-2.950000000000000000e+02;-1.750000000000000000e+02;-9.200000000000000000e+01;-3.952000000000000000e+03
-4.440000000000000000e+02;-2.720000000000000000e+02;1.605200000000000000e+04;-2.930000000000000000e+02;-1.560000000000000000e+02;-7.200000000000000000e+01;-3.936000000000000000e+03
-3.880000000000000000e+02;-1.600000000000000000e+02;1.596400000000000000e+04;-2.980000000000000000e+02;-1.410000000000000000e+02;-7.100000000000000000e+01;-3.936000000000000000e+03
-3.360000000000000000e+02;-2.880000000000000000e+02;1.641200000000000000e+04;-2.940000000000000000e+02;-1.610000000000000000e+02;-7.800000000000000000e+01;-3.968000000000000000e+03
-3.360000000000000000e+02;-2.320000000000000000e+02;1.608400000000000000e+04;-3.080000000000000000e+02;-1.850000000000000000e+02;-7.200000000000000000e+01;-3.952000000000000000e+03
-4.720000000000000000e+02;-2.920000000000000000e+02;1.598800000000000000e+04;-3.000000000000000000e+02;-1.300000000000000000e+02;-8.600000000000000000e+01;-3.952000000000000000e+03
-4.280000000000000000e+02;-2.120000000000000000e+02;1.637200000000000000e+04;-2.850000000000000000e+02;-1.720000000000000000e+02;-7.200000000000000000e+01;-3.936000000000000000e+03
-3.080000000000000000e+02;-2.320000000000000000e+02;1.603200000000000000e+04;-3.150000000000000000e+02;-1.680000000000000000e+02;-6.500000000000000000e+01;-3.936000000000000000e+03
-3.680000000000000000e+02;-2.320000000000000000e+02;1.603200000000000000e+04;-2.930000000000000000e+02;-1.500000000000000000e+02;-7.200000000000000000e+01;-3.968000000000000000e+03
-3.440000000000000000e+02;-3.520000000000000000e+02;1.624800000000000000e+04;-2.700000000000000000e+02;-1.490000000000000000e+02;-8.100000000000000000e+01;-3.936000000000000000e+03
-3.480000000000000000e+02;-2.640000000000000000e+02;1.612000000000000000e+04;-2.850000000000000000e+02;-2.000000000000000000e+02;-5.900000000000000000e+01;-3.952000000000000000e+03
-3.320000000000000000e+02;-2.360000000000000000e+02;1.605200000000000000e+04;-3.070000000000000000e+02;-1.560000000000000000e+02;-8.100000000000000000e+01;-3.952000000000000000e+03
-3.440000000000000000e+02;-2.320000000000000000e+02;1.611200000000000000e+04;-2.960000000000000000e+02;-1.640000000000000000e+02;-9.500000000000000000e+01;-3.952000000000000000e+03
-2.520000000000000000e+02;-2.600000000000000000e+02;1.601200000000000000e+04;-2.890000000000000000e+02;-1.590000000000000000e+02;-7.200000000000000000e+01;-3.968000000000000000e+03
-2.600000000000000000e+02;-2.440000000000000000e+02;1.595200000000000000e+04;-2.870000000000000000e+02;-1.340000000000000000e+02;-7.200000000000000000e+01;-3.936000000000000000e+03
-2.920000000000000000e+02;-2.080000000000000000e+02;1.620800000000000000e+04;-2.960000000000000000e+02;-1.690000000000000000e+02;-7.300000000000000000e+01;-3.936000000000000000e+03
-3.840000000000000000e+02;-2.560000000000000000e+02;1.599600000000000000e+04;-2.910000000000000000e+02;-1.670000000000000000e+02;-7.900000000000000000e+01;-3.952000000000000000e+03
-3.560000000000000000e+02;-3.000000000000000000e+02;1.602000000000000000e+04;-2.940000000000000000e+02;-1.570000000000000000e+02;-5.900000000000000000e+01;-3.952000000000000000e+03
-2.640000000000000000e+02;-3.440000000000000000e+02;1.624800000000000000e+04;-2.660000000000000000e+02;-1.420000000000000000e+02;-7.800000000000000000e+01;-3.952000000000000000e+03
-2.720000000000000000e+02;-2.960000000000000000e+02;1.606000000000000000e+04;-2.890000000000000000e+02;-1.750000000000000000e+02;-6.900000000000000000e+01;-3.936000000000000000e+03
-2.200000000000000000e+02;-2.840000000000000000e+02;1.602400000000000000e+04;-3.160000000000000000e+02;-1.320000000000000000e+02;-9.000000000000000000e+01;-3.968000000000000000e+03
-2.840000000000000000e+02;-2.640000000000000000e+02;1.601600000000000000e+04;-2.860000000000000000e+02;-1.440000000000000000e+02;-9.100000000000000000e+01;-3.920000000000000000e+03
-3.480000000000000000e+02;-1.960000000000000000e+02;1.602800000000000000e+04;-2.790000000000000000e+02;-1.750000000000000000e+02;-7.100000000000000000e+01;-3.952000000000000000e+03
-3.840000000000000000e+02;-2.960000000000000000e+02;1.605600000000000000e+04;-2.960000000000000000e+02;-1.290000000000000000e+02;-9.000000000000000000e+01;-3.936000000000000000e+03
-3.680000000000000000e+02;-3.080000000000000000e+02;1.626000000000000000e+04;-2.810000000000000000e+02;-1.610000000000000000e+02;-7.000000000000000000e+01;-3.936000000000000000e+03
-3.720000000000000000e+02;-1.800000000000000000e+02;1.624000000000000000e+04;-3.030000000000000000e+02;-1.700000000000000000e+02;-1.060000000000000000e+02;-3.904000000000000000e+03
-2.560000000000000000e+02;-2.800000000000000000e+02;1.591200000000000000e+04;-2.760000000000000000e+02;-1.090000000000000000e+02;-6.700000000000000000e+01;-3.968000000000000000e+03
-3.360000000000000000e+02;-2.760000000000000000e+02;1.601600000000000000e+04;-2.860000000000000000e+02;-1.520000000000000000e+02;-8.700000000000000000e+01;-4.000000000000000000e+03
-2.520000000000000000e+02;-2.000000000000000000e+02;1.614000000000000000e+04;-2.870000000000000000e+02;-1.560000000000000000e+02;-5.400000000000000000e+01;-3.920000000000000000e+03
-3.440000000000000000e+02;-2.720000000000000000e+02;1.596400000000000000e+04;-3.050000000000000000e+02;-1.190000000000000000e+02;-7.000000000000000000e+01;-3.952000000000000000e+03
-3.760000000000000000e+02;-2.280000000000000000e+02;1.613600000000000000e+04;-2.850000000000000000e+02;-1.550000000000000000e+02;-6.300000000000000000e+01;-3.936000000000000000e+03
-2.880000000000000000e+02;-3.200000000000000000e+02;1.604000000000000000e+04;-2.940000000000000000e+02;-1.730000000000000000e+02;-8.800000000000000000e+01;-3.936000000000000000e+03
-2.880000000000000000e+02;-2.800000000000000000e+02;1.598400000000000000e+04;-2.820000000000000000e+02;-1.350000000000000000e+02;-7.500000000000000000e+01;-3.968000000000000000e+03
-3.240000000000000000e+02;-2.240000000000000000e+02;1.624800000000000000e+04;-2.960000000000000000e+02;-1.580000000000000000e+02;-6.500000000000000000e+01;-3.936000000000000000e+03
-3.120000000000000000e+02;-1.360000000000000000e+02;1.606000000000000000e+04;-3.080000000000000000e+02;-1.590000000000000000e+02;-9.500000000000000000e+01;-3.952000000000000000e+03
-3.440000000000000000e+02;-2.480000000000000000e+02;1.603600000000000000e+04;-3.060000000000000000e+02;-1.630000000000000000e+02;-7.500000000000000000e+01;-3.952000000000000000e+03
-3.200000000000000000e+02;-1.920000000000000000e+02;1.616800000000000000e+04;-2.990000000000000000e+02;-1.370000000000000000e+02;-7.500000000000000000e+01;-3.952000000000000000e+03
-1.960000000000000000e+02;-2.640000000000000000e+02;1.602400000000000000e+04;-2.880000000000000000e+02;-1.460000000000000000e+02;-8.500000000000000000e+01;-3.968000000000000000e+03
-3.440000000000000000e+02;-2.920000000000000000e+02;1.596000000000000000e+04;-2.940000000000000000e+02;-1.170000000000000000e+02;-6.900000000000000000e+01;-3.968000000000000000e+03
-2.680000000000000000e+02;-1.960000000000000000e+02;1.611200000000000000e+04;-2.860000000000000000e+02;-1.470000000000000000e+02;-9.000000000000000000e+01;-3.936000000000000000e+03
-3.000000000000000000e+02;-2.000000000000000000e+02;1.608000000000000000e+04;-2.870000000000000000e+02;-1.640000000000000000e+02;-7.600000000000000000e+01;-3.952000000000000000e+03
-2.920000000000000000e+02;-2.880000000000000000e+02;1.598400000000000000e+04;-2.810000000000000000e+02;-1.320000000000000000e+02;-7.700000000000000000e+01;-3.920000000000000000e+03
